index,episode no,name,line
383,46,moeen,ہاں ہاں، پوائنٹ کا بات کیا ہاتھ ملائے گا کیا بولتے ہیں، کیا بولتے ہیں ہار گیا نا تم لوگ- 
384,46,anwar,جب کہ وسیم اور وقار تھے ہماری ٹیم میں- 
385,46,moeen,ہاں تھا، تھا- 
386,46,anwar,-اس کے باوجود ہم ہار گئے- 
387,46,moeen,بہت، بہت پکا ٹیم تھا ہم- 
388,46,anwar,آپ بہت اچھا کھیلے تھے- 
389,46,moeen,پکا ٹیم تھا نا تمہارا ہم لوگ جیت گیا، کون جیتا؟ 
390,46,anwar,بنگلہ دیش- 
391,46,moeen,بنگلہ دیش جیت گیا۔ ابھی کیا ہوتا ہے کہ جب بھی کوئی ٹیم کسی جگہ کے اوپر میں میچ ہو رہا ہوتا ہے اور اگر ہار جاتا ہے تو واپس جب اپنے ملک میں جاتا ہے تو کیا کرتا ہے گورنمنٹ اور پبلک- 
392,46,anwar,ویلکم کرتا ہے- 
393,46,moeen,نہیں ہار کے جب جاتا ہے- 
394,46,anwar,انکوائری کرتا ہے- 
395,46,moeen,انکوائری، ایک دم بول دیا نا بات تم ہمارے دل کا۔ انکوائری کرتا ہے کیا ہو گیا؟ سالا اک دم گنگا الٹا اک دم ڈال دیا، کیا ہو گیا ہم جیت کے گیا پاکستان سے- 
396,46,anwar,ورلڈ کپ کا میچ- 
397,46,moeen,ورلڈ کپ کا میچ جیت کے گیا، سات دن ہمارا انکوائری گورنمنٹ نے کیا، رات کو نیند سے اٹھا اٹھا کے پوچھتا تھا سالا انکوائری ہے کہ تم لوگ جیتا کیسے؟ یہ ہوا ہمارے ساتھ نے جیتنے کا، اس لیے ہم لوگ ٹوٹال فیصلہ کیا کہ انکوائری ہوگا ہار جاو، پھر انکوائری کرے گا، اگر اس ٹیم نے جیت جاتا پھر ہم لوگوں کا زندگی عجب کر دیتا، ان کا سہ سہ نکلاؤ، ان کا کتنو پیسہ لے کے آیا ہے جیتا کیسے- 
398,46,anwar,تو آپ لوگ ہارنے پر انکوائری نہیں ہوتی- 
399,46,moeen,ہارنے کے بعد میں تو اسم گلو گلو لیتا ہے کہ ایسے چومتا ہے بولا کوی بات نہیں نئے بچہ لوگ ہے ایک دم، جیت جاتا ہے تو ایک دم ٹینشن ہو جاتا ہے، بولتے ہے جیتا کیسے یہ جیتا کیسے یہ ہار پروبلم- 
400,46,anwar,چلیں- 
401,46,moeen,کیدر- 
402,46,anwar,نہیں میں کہہ رہا ہوں کہ- 
403,46,moeen,ہم- 
404,46,anwar,-آپ کی ٹیم نہیں ہے- 
405,46,moeen,ہم- 
406,46,anwar,اور بہت ٹیلنٹ ہے- 
407,46,moeen,ہم- 
408,46,anwar,"آپ کی تین, دو تین باؤلر بہت اچھے ہیں, سپنر بہت اچھے ہیں- "
409,46,moeen,تمہارا ایک وہ باؤلر ہے نا بہت زبردست کیا نام ہے اس کا، نیا لڑکا چوکڑا ہے- 
410,46,anwar,گل- 
411,46,moeen,نہیں ایک اور بھی ہے- 
412,46,anwar,شبیر- 
413,46,moeen,"شبیر، تمہارا شبیر جیسا دس بارہ تو سیلہٹ کے اندر رانگا ماٹی میں، کوکص بازار میں آیا ہے ادھر, ہم لوگ اوپن ایکسپوز نہیں کر رہا ہے. تم لوگ اوور ہو جاتا ہے ایک دم, کچھ اچھا کھلاڑی ملتا ہے اوور ہو جاتا ہے, سب کو ایک دم بولتا ہے ہموں کو مل گیا, مل گیا, مل گیا, وہ تمہارا فاسٹ بولر ہے- "
414,46,anwar,شوق اختر- 
415,46,moeen,"شوک اختر, اہا, کیا بات ہے, ایسا پھیکتا ہے ایک دم, اس کو اسپیڈ کا کتنا فکر و قور پڑ گیا ہے, ہر گیند کے وفور میں چوکا لگ رہا ہے, چوکا لگ رہا ہے, فائدہ ہے, ابھی دیکھنا نواں خالی سے ایک لڑکا آئے گا, ابھی, ابھی چھپان بتایا کانی ہمارا آدمی منا کی ہے نہیں بولنا ہے- "
416,46,anwar,نواں خالی میں فاسٹ بولر کیسے پیدا ہو گئے- 
417,46,moeen,"ہے, ہائے, ہائے, ہائے, تم کو نہیں معلوم ہے نا, ادھر کا اسپید بہت فاسٹ ہے, ادھر بہت فاسٹ سپیڈ ہے, نواں خالی میں, آبادی بھی بہت تیزی سے بڑھ رہا ہے ادھر, بہت سپیڈ ہی ہے- "
418,46,anwar,"چلیں, ذیل شق پہ الگ کر دے- "
419,46,moeen,ہم- 
420,46,anwar,مان لے کہ ہم بھائی بھائی ہیں- 
421,46,moeen,کون؟ 
422,46,anwar,میں ہم اور آپ- 
423,46,moeen,"ہم بنگالی ہیں, ہمارا آخری فیصلہ ہے, دنیا کا کسی بھی کورٹ میں جائے گا, کہیں بھی جائے گا, ہم ایسے ہی بولے گا, ہم بنگالی ہے, پروڈ بنگالی ہے- "
424,46,anwar,ناظرین! 
425,46,moeen,وہ کون ہے؟ 
426,46,anwar,وہ- 
427,46,moeen,میں- 
428,46,anwar,پبلک کو بول رہا ہے- 
429,46,moeen,"اچھا, ہم بولا پتا نہیں کس کو بولتا ہے- "
430,46,anwar,"آپ نے ملاقات کی, پروڈ- "
431,46,moeen,ابھی تم نے کیا بولا تھا- 
432,46,anwar,بنگالی سے- 
433,46,moeen,"ابھی تم نے بولا, کس کو بولا, ابھی کیا بولا تھا تم نے؟ "
434,46,anwar,ناظرین- 
435,46,moeen,"اچھا, تمہاری ایدر نظمین بھی تو ہے- "
436,46,anwar,ہاں- 
437,46,moeen,نظمین- 
438,46,anwar,ناظمین- 
439,46,moeen,ان لوگوں کے کام ہے- 
440,46,anwar,"ناظمین, ناظم جو ہے وہ- "
441,46,moeen,ہاں- 
442,46,anwar,شہر کے انچارج ہیں- 
443,46,moeen,"اچھا ہم وہی سمجھا کہ تم بول رہ ہیں ناظم, جب بس سنیگھا, اچھا چلو کوئی, کسی, کسی اور کو بات کر رہا ہے, چلو آگے, کوی بات نہیں, آپ نے ملاقات کی- "
444,46,anwar,"بنگلہ دیش کی کرکٹ ٹیم کے ایک ٹیسٹ پلیئر سے, تھوڑے پریشان تھے, کنشن میں تھے- "
445,46,moeen,"لیکن دیکھو ایک بات میرا, آپ کو ایک بات بتاتا ہوں, آپ اپنے ایمان سے بولو کتنا انٹرویو کیا ہے آپ اس پروگرام کے اندر میں بہت سارہ لوگوں کا کتنا کیا ہے- "
446,46,anwar,بہت کیا- 
447,168,anwar, اسلام علیکم. دوستو طاق کے ساتھ انور مقصود آپ کی خدمت میں. آپ سب جانتے ہوں گے اخباروں میں پڑا ہوگا۔ ٹیلی ویژن پر مختلف پروگرام دیکھے ہوں گے۔ آپ کے گھروں میں آپ کے بچے پھول لے کر آئے ہوںگے اپنی والدہ کو دینے کے لیے۔ کیونکہ آج ماڈرز ڈے ہے۔ اسی دن کی مناسبت سے ہم نے ایک ماں کو دعوت دی ہے۔ السلام علیکم. 
448,168,moeen,سلام علیکم. 
449,168,anwar,آپ ایک ماں ہیں۔ 
450,168,moeen,کیوں؟ میں آپ کو باپ لگ رہی ہوں کیا؟ 
451,168,anwar,آپ کیسی بات کر رہی ہیں؟ یہ سوال نہیں تھا۔ 
452,168,moeen,یہ جواب بھی نہیں ہو سکتا کہ میں ایک ماں ہوں۔ 
453,168,anwar,چلیں آپ جو کچھ بھی تھا آپ خود بتا دیں کہ آپ کیا ہیں۔ 
454,168,moeen,مگر میں آپ کو کیوں بتاؤں کہ میں کیا ہوں؟ میں کیوں بتاؤں آپ کو۔ 
455,168,anwar,آج والدہ ڈے ہے۔ 
456,168,moeen,ہاںہہہہ  اب والداء کا صرف سال میں ایک ڈے رہ گیا ہے۔ ایک زمانہ تھا جب ہماری شادی ہوگی ہم دوسرے گھر میں چلے گئے۔ اس کے بعد بھی سارا دن امی کے گھر رہا کرتے تھے۔ کھاتے تھے، پیتے تھے اور جب تک وہ خود نہیں کہتی تھی نا کہ بیٹی تم اپنے گھر جاؤ تو اس وقت تک یقین جانئیے ہم اپنے گھر جاتے نہیں تھے۔ 
457,168,anwar,وہ آپ سے کیوں کہتی تھی کہ بیٹی اب تم جاؤ۔ 
458,168,moeen,میں میری ماں اگر زندہ ہوتی تو میں ضرور تمہیں پوچھ کے بتاتی کہ وہ مجھ سے کیوں کہتی تھی کہ تم جاؤ۔ یہ ہوتا ہے ناتجربہ کار میزبانوں کی پربلم ۔اب بتائیے اس پروگرام میں آپ مجھ سے پوچھ رہے ہیں کہ آپ کی ماں کیوں کہتی تھی کہ بیٹی تم جاؤ۔ پھر میری ماں تھی مجھ سے کہتی تھی ان کی مرضی آپ کیوں دخال دے رہے ہیں۔ حد ہو گئی ہے۔ 
459,168,anwar,آپ کی اولاد آپ کے ساتھ کیوں نہیں رہتی؟ 
460,168,moeen,ہاہ، یہ آپ سے کس نے کہہ دیا؟ 
461,168,anwar,کسی نے نہیں پانچ منٹ آپ سے بات کر کے مجھے اندازہ ہو گیا۔ 
462,168,moeen,خیر، بات سنو اب اتنی بھی تم صحیح نہیں ہو که پانچ منٹ میں اندازہ لگا لو کہ ماف کجئے گا۔ بالکل ایسا کچھ بھی نہیں ہے یقیناً تمہارے کسی بے بیٹے نے بتایا ہوگا۔ 
463,168,anwar,میں آپ کے بیٹوں کو نہیں جانتا۔ 
464,168,moeen,میرے بیٹے بھی کسی چھوٹے آدمی سے نہیں ملتے۔ 
465,168,anwar,آپ کے شوہر کیا کرتے ہیں؟ 
466,168,moeen,انہوں نے ہمیں چھوڑ دیا۔ 
467,168,anwar,کیوں؟ 
468,168,moeen,کسی اور کو پکڑ لیا، اس لیے ہمیں چھوڑ دیا۔ 
469,168,anwar,وجہ کیا تھا؟ 
470,168,moeen,ان کو ہماری دو باتوں میں بہت اعتراض تھا۔ ایک تو یہ کہ ہم بولتے بوہتے اور دوسرے ہمارے بچے بہت ہیں۔ 
471,168,anwar,کیا کہا آپ نے کہ کن باتوں پر اعتراض تھا؟ 
472,168,moeen,بتایا ہے نا آپکو، دو باتوں پہ بہت اعتراض تھا کہ ایک تو میں بولتی بہت ہوں اور دوسری میرے بچے بہت ہیں۔ 
473,168,anwar,پہلی بات تو meri سمجھ میں آگئی مگر بچے تو انہی کے تھے۔ 
474,168,moeen,اب تو سنا ہے کہ وہ دوسری کو بھی چھوڑ رہے ہیں۔ اس کے بھی پانچ ہو گئے ہیں۔ 
475,168,anwar,آپ کے کتنے بچے ہیں؟ 
476,168,moeen,ہیں کیا مطلب تھے۔ 
477,168,anwar,کیا کہہ رہی ہیں آپ تھے؟ 
478,168,moeen,بڑے ہو گئے، شادیاں ہو گئیں۔ اپنے اپنے گھروں کو چلے گئے۔ 
479,168,anwar,جب آپ کے شوہر نے آپ کو چھوڑا تو اس وقت بچوں کی عمریں کیا تھیں؟ 
480,168,moeen,قیصر جو تھا دس سال، دس سال، نو سال، آٹھ سال، سات سال، چھ سال۔ 
481,168,anwar,میں جان بوجھ کے تمام باتوں- 
482,168,moeen,نہیں، نہیں، میں کیوں میری سمجھ میں یہ بات نہیں آرہی ہے کیوں پوچھ رہے ہیں؟ پروگرام مجھ پر ہے۔ مجھے بلایا ہے آپ نے، بلایا ہے یا نہیں؟ 
483,168,anwar,جی۔ 
484,168,moeen,مجھے بلایا ہے تو اس پروگرام میں میرے سابقہ شوہر اور میرے بچوں کے بارے میں بات کرنے کی کیا ضرورت ہے؟ بھائی مجھے بلایا ہے تو مجھ پر بات کریں۔ 
485,168,anwar,حضور بیگم صاحبہ، پروگرام کو بھرنا پڑتا ہے۔ 
486,168,moeen,چیہ؟ 
487,168,anwar,پروگرام کو بھرنا پڑتا ہے۔ 
488,168,moeen,تو پھر ایک کام کریں- 
489,168,anwar,جی۔ 
490,168,moeen,ایک ٹرک بجلی کا مانگوائیں اور اپنے پروگرام کو بھر دیں. پتا نہیں بس کس طرح کے سوالات کرتے ہیں آپ لوگ۔ 
491,168,anwar,ان لوگوں کا تعلق آپ کی زندگی سے ہے۔ 
492,168,moeen,نہیں، نہیں، نہیں، جب آپ نے مجھے بلایا ہے تو میری بات کریں ورنہ میں چلی جاتی ہوں۔ 
493,168,anwar,نہیں، ان لوگوں کا تعلق آپ کی زندگی سے ہے۔ 
494,168,moeen,یہ آپ سے کسی بہت ہی بے وقوف نے کہہ دیا ہوگا کہ ان کا تعلق میری زندگی سے ہے۔ 
495,168,anwar,مجبوری ہے۔ مجھے چند سوالات کرنے پڑیں گے اور آپ کو جواب دینا پڑے گا۔ 
496,168,moeen,میں آپ کو ایسے جوابات دونیں گی، ایسے جوابات دنگی نا میں آپ کو کہ آپ کی ساری میزبانی- 
497,168,anwar,بات سنیں محترمہ! آپ بات کرنے آی ہیں یہ لڑنے؟ 
498,168,moeen, زندگی بھر میں اپنوں سے نہیں لڑی تو تم تو پھر بھی غیر ہو تم سے کیا لڑوں گی۔ 
499,168,anwar,حضور بیگم صاحبہ آرام سے سوچ سمجھ کر جواب دیں کیونکہ آج آپ کا ڈے ہے۔ 
500,168,moeen, نہ ہمارا کوئی ڈے ہے نہ ہماری کوئی نائٹ ہے نہ ہماری آفٹرنون ہے، کچھ نہیں ہے۔ 
501,168,anwar,اچھا یہ بتائیے پہلے کہ جب آپ کو طلاق ہوئی تو انہوں نے آپ کو کیا دیا؟ 
502,168,moeen,مم، سب سے پہلے تو انہوں نے مجھے دھکا دیا اس کے بعد طلاق دی، اوف کورس۔ 
503,168,anwar,میرا مطلب تھا- 
504,168,moeen,ایسے ہی انہوں نے پہلے دھکا دیا اور پھر طلاق دی- 
505,168,anwar,میرا مطلب تھا پیسے وغیرہ دیئے کچھ؟ 
506,168,moeen,جی ہاں۔ پندرہ ہزار روپے حق مہر تھا، فیفٹین تاؤنس ٹھیک ہے؟ اسی وقت تین دفعہ کہہ کے اسی وقت انہوں نے چیک کاٹا اور میری ہتھیلی پر دھار دیا، وہ چیک باؤنس ہو گیا آج تک کیش بھی مرے پاس پڑا ہوا ہے۔ 
507,168,anwar,کوی مکان وغیرہ؟ 
508,168,moeen,جس مکان میں رہتی تھی وہی مکان انہوں نے مجھے دے دیا، کرایہ کا تھا دو سال کا کرایہ بھی نہیں ادا کیا۔ 
509,168,anwar,کیسے انسان تھے؟ 
510,168,moeen,بہت نفیس، دیسنٹ، شفیق، ملنصار۔ یہ میں نہیں کہہ رہی یہ میرے گزشتہ شوہر کے والد کے کوئی دور کے جاننے والے تھے ان سے سنا تھا کہ وہ ایسے ہی ہیں۔ 
511,168,anwar,معنا آپ بتائیں اپنے دل سے کہ وہ کیسے تھے؟ 
512,168,moeen,اممم، بس کیا بتاؤں، بتانا تو چاہتی ہوں لیکن یوں سمجھ لیں گیارہ سال میں انہوں نے کوئی وقفہ نہیں لیا۔ آپ تو کم از کم ایک وقفہ لے لیے۔ 
513,168,anwar,وقفہ؟ج، وقفہ ختم ہو چکا ہے۔ شروں شرو میں میں آپ کی باتون سے الجھ رہا تھا۔ مگر یقین جانیے، اب مجھے آپ سے ہمدردی ہوتی جا رہی ہے۔ 
514,168,moeen,معاف کیجیے، میں کوئی بُلبُل نہیں ہوں۔ ٹھیک؟ اور نہ ہی میں کسی شاخ پہ تنہا بیٹھی ہوں۔ اس لیے آپ مجھ سے ہمدردی مت کیجیے۔ اپنی ہمدردی اپنے پاس رکھیے اپکے کام آئے گی۔ 
515,168,anwar,چلیں، چلیں یہ بتائیں کہ آپ نے بچوں کی پرورش کس طرح کی؟ 
516,168,moeen,ہمم، اصل میں انور صاحب، پڑھی لکھی تھی نا، اس لیے زیادہ دقت پیش نہیں آی۔ کچھ دن امی کے گھر رہی۔ اس کے بعد بچوں کو پڑھانا شروع کر دیا۔ 
517,168,anwar,اببا؟ 
518,168,moeen,ان کا انتقال ہو چکا تھا۔ گھر میں اپنے بچوں کو پڑھاتی تھی اور سکول میں دوسروں کے بچوں کو۔ بعد میں میں نے ٹیوشن بھی شروع کر دی تھی۔ انگریزی میں ایم اے کیا تھا۔ طلاق کے بعد اس کا فائدہ حاصل ہوا۔ 
519,168,anwar,آپ نے ایم اے انگریزی میں کیا ہے؟ 
520,168,moeen,جی۔ 
521,168,anwar,شادی کے زمانے میں آپ نے اس ڈگری کا فائدہ کیوں نہیں اٹھایا؟ 
522,168,moeen,اصل میں ہمارے شوہر کو انگریزی کے صرف دو ہی لفظات یتھی جو انہوں نے نکاح کے بارہ گھنٹے میں ادا کر دیے تھے۔ ہمارا نقاب اٹھایا اور کہا ڈارلنگ، اس کے بعد صبح انہوں نے کہا، گود مورنینگ اور کہنے لگے ڈارلنگ آج کا اخبار دان پڑھوگی۔ جب انہوں نے دان کہا نا تو میں سمجھ گئی کہ ان کی انگریزی کیسی ہے۔ پھر سچ بات تو یہ ہے کہ طلاق کے دن تک انہوں نے انگریزی کا ایک بھی صحیح لفظ ادا نہیں کیا۔ 
523,168,anwar,اس وقت آپ نے ملازمت کی ہنہیں کی۔ 
524,168,moeen,اصل میں میرے شوہر کی ایک پروبلم تھی وہ یہ کہتے تھے کہ عورت کو گھر میں رہنا چاہیے، چار دیواری میں رہنا چاہiے۔ یہ موتی موتی کتابیں باہر سے لے کے آتے ہیں اور آکر مجھ سے کہتے تھے کہ سنو ڈارلنگ ان تمام کتابوں میں یہ لکھا ہوا ہے کہ عورت کو چادر اور چار دیواری میں رہنا چاہیے اور عورت اگر گھر میں رہے گی تو مرد رزق حلال کمائے گا۔ اصل میں ٹو بی وی آنیسٹ میرے شوہر ان مردوں میں سے تھے جن کا کہنا یہ تھا کہ عورت کے صرف دو کام ہیں۔ ایک شوہر کی خدمت کرنا اور دوسرا بچے پیدا کرنا۔ 
525,168,anwar,مگر آپ تو پڑھی لکھی تھی نا۔ 
526,168,moeen,اسی لیے جاہل سے بحث نہیں کی۔ چھہ بچے پیدا کیے اور طلاق کی وجہ یہی بنی کہ میرے بچے بہت ہیں۔ میرے میاں کی نیند میں خلل پڑتا ہے۔ 
527,168,anwar,کیا کرتے تھے؟ 
528,168,moeen,فورصت مل جاتی تھی تو صحیح راستے پر چلنے کی تلقین کرتے تھے۔ بہت ہی فضول آدمی تھے۔ بیہودا، بدتمیز، بدماش، چھوڑیں اس کا ذکر نہ کریں۔ میں بلاوجہ ایریٹڈ ہو رہی ہوں۔ 
529,168,anwar,کس سے لوگ ہوتے ہیں؟ مگر ہیں۔ آپ سوچیں۔ ملتے ہیں وقفے کے بعد۔  بیگم صاحبہ دوسرا وقفہ بھی ختم ہو گیا ہے۔ چلیں اب بات کرتے ہیں آپ کے بیٹوں کی۔ چھہ بیٹے۔ 
530,168,moeen,ان چھہ بیٹوں کو میں نے بہت اچھی تعلیم دلواۓ ہے۔ دو کمروں کے چھوٹے سے مکان میں میں نے ان کی ہر خواہش پوری کی۔ مگر جب وہ بڑے ہو گئے تو انہیں میرے دو کمروں کا مکان چھوٹا لگنے لگا۔ پڑھے لکھے تھے۔ ماشاءاللہ اچھی نوکریاں مل گئیں۔ اپنے اپنے گھروں کو شیفٹ ہو گئے۔ شادیاں کر لی۔ چھوٹے بیٹے نے تو شادی کی اطلاع بھی نہیں تھی۔ 
531,168,anwar,عتاراز کیا تھا؟ 
532,168,moeen,کچھ نہیں۔ وہ یہ کہتے تھے کہ اماں آپ یہ گھر چھوڑ دیں اور میں جب تک زندہ ہوں اسی گھر میں رہوں گی، اسی گھر میں رہوں گی۔ میرے پاس گاڑی نہیں ہے۔ بچے جب کبھی راستے میں مل جاتے ہیں تو کہتے ہیں کہ اماں ہمارے سروس شرم سے چھپ جاتے ہیں جب آپ واگن میں سفر کرتی ہیں تو۔ میں ان کی بات سن کے بہت ہنستی ہوں۔ 
533,168,anwar,آپ کے بیٹوں کو آپ کے واگن میں بیٹھنے سے اعتراض ہے تو کوئی گاڑی دلوا دیں آپ کو؟ 
534,168,moeen,نہیں، نہیں، نہیں، نہیں، نہیں۔ اب ضرورت نہیں ہے۔ فُرصت ہی فُرصت ہے۔ نہ کسی کو پالنا ہے نہ رات کو اٹھ کے کس کو دیکھنا ہے نہ کسی کے دفتر جانے کی خوشی ہے اور نہ کسی کے آنے کا انتظار ہے  نہ کسی سے ملنا ہے نہ کہیں جانا ہے۔ اماں باپ تھے وہ بھی نہیں رہے۔ بہت اچھے تھے اماں باپ۔ 
535,168,anwar,جب آپ کی اماں اچھی تھی تو وہ آپ س�ے کیوں کہتی تھی کہ بیٹی اب جاؤ؟ 
536,168,moeen,ان کو یہ خیال رہتا تھا کہ دیر ہو گئی تو کہیں میرے شوہر مجھے لینے ان کے گھر نہ پہنچ جائیں اس لیے وہ کہتی تھی بیٹی گھر جاؤ۔ 
537,168,anwar,اچھا فرض کریں بٹ ٹھنڈے دل سے سوچئے باری اگر آپ کا کوئی بیٹا آپ کو گاڑی دلوا دے تو آپ کو کوئی اعتراض تو نہیں ہوگا۔ 
538,168,moeen,انور صاحب محبت میں کوئی ریٹرن نہیں ہوتا۔ میرے بچے مجھے گاڑی دلاکے شاید یہ سمجھیں گے کہ انہوں نے میری زندگی کا احسان اتار دیا جبکہ میں نے ان پہ کوئی احسان کیا ہی نہیں۔ 
539,168,anwar,آپ کیسی بات کر رہی ہیں؟ آپ نے اکیلے محنت کر کے ان کو پالا ان کو تعلیم دلوا۔ ان کو معاشرے میں ایک مقام دلوا یا یہ احسان نہیں تو کیا ہے؟ 
540,168,moeen,اولاد سے احسان کیسا؟ اولاد پہ کوی احسان نہیں کرسکتا۔ 
541,168,anwar,لکن آج صبح میرا بڑا بیٹا میرے پاس آیا ہے۔ ہر مجھے نہ جانے کیوں ایک گلاب کا پھول دے گیا۔ میری سمجھ میں یہ بات نہیں آی کہ اس نے ایسا کیوں کیا؟ 
542,168,anwar,آج مدرس ڈے ہے۔ دیکھیے آپ تو بہت بہادر ہیں اور بہادر کبھی روتے نہیں۔ 
543,168,anwar,بہادر تو میں بہت ہوں، بہت بہادر ہوں مگر کیا کروں؟ ایک ماں بھی ہوں۔ 
544,286,anwar, 
545,286,moeen,اسلم علیکم لوس ٹاک کے ساتھ انور مقصود آپ کی خدمت میں۔  کچھ کہنے سے پہلے بہتر ہوگا کہ میں اپنے مہمان سے آپکا تعارف کروادوں۔  کیسے ہیں آپ؟ 
546,286,anwar,بغیر شرم، بے حیا۔ شرم آنا چاہئے تھم کو ڈوب مرنا چاہئے۔ کیسا مسلمان ہے؟ نا سلام، نا دعا، ڈائریکٹ پوچھتے ہیں کیسے ہے؟ 
547,286,moeen,تبلیط سے بات کریں ریکارڈنگ- شروع ہو چکی ہے۔ 
548,286,anwar,تبلیط سے بات کرتا ہوں میں۔ مسلمان کا پہلا فراض کیا ہے جب دوسرا مسلمان سے ملتا ہے، دیکھتا ہے کیا فراض ہے؟ پہلا اس کا فراض ہے usko بولو صلام علیکم، اس کا بعد میں آگے بک بک کرو۔ 
549,286,moeen,اسلام علیکم! 
550,286,anwar,"ہاں، ایسا بولو۔ ابھی لگا نہ کہ کسی مسلمان سے بات کرتا ہوں۔ علیکم السلام! خیر دے جوڑے تگرے خوشحال ہے? وہ میرا غصہ تھا, یہ میرا پیار ہے۔ یہ انور مقصود نے- ہاں وہی ہے، وہی ہے، پہچان لیا میں تو۔ "
551,286,moeen,آپ سوات میں رہتے تھے۔ 
552,286,anwar,"رہتا نہیں تھا۔ سوات میں رہے- ہاں, ہاں سوات میں رہتا تھا. تو تیرے کو کیا پریشانی ہے اگر میں سوات میں رہتا تھا تو؟ "
553,286,moeen,یوں ہی پوچھا تھا میں نے آپ سے۔ 
554,286,anwar,نہیں تو ایسا کیوں پوچھتے ہیں؟ جب تیرے کو معلوم ہے کہ میں ادھر کا ہے، تو پھر اتنا بے چین ہو کے سوال کرنے کی کیا ضرورت تھا تیرے کو چیلغوزے! 
555,286,moeen,کیا کہا آپ نے؟ 
556,286,anwar,چیلغوزے! 
557,286,moeen,خان صاحب ریکارڈنگ شروع ہو چکی ہے۔ کیا مطلب چیلغوزے؟ 
558,286,anwar,آں تو تیرے کو تو میں کاجو تو بول نہیں سکتا، چیلغوزے ہی بولے گا نا۔ وہ بھی چیلا ہوا ہے- دیکھو تمہارا اوپر کا حصہ تو چیلا ہوا ہے۔ 
559,286,moeen,آپ میرے مہمان ہیں۔ 
560,286,anwar,دیکھو، ایک بات تمھیو بتاو، اپنے ایمان سے بتانا تم میرکو، ٹھیک ہے؟ تم نے بولا ہے کہ آپ میرے مہمان ہیں۔ ایک دفعہ تم میرا مہمان نوازی میں آو، پھر تم کو پتا چلے گا مہمان نوازی کیا ہوتا ہے۔ 
561,286,moeen,خان صاحب ریکارڈنگ شروع ہو چکی ہے۔ 
562,286,anwar,"اچھا ایک بات بتاو، کوئی بھی بات کرنے سے پہلے یہ ضرور میرکو بتاؤ کہ تیرے پہ کبھی ڈرون حملہ ہوا ہے؟ سوچو, سوچو, سوچ کے بتاو تیرے پہ کبھی ڈرون حملہ ہوا ہوا ہے؟ "
563,286,moeen,"خان صاحب جو سوال آپ سے کیا جائے, سرف آپ اس کا جواب دیں۔ "
564,286,anwar,اجا۔ 
565,286,moeen,آپ سوات سے کب تشریف لائے؟ 
566,286,anwar,ہیں؟ 
567,286,moeen,آپ سوات سے کب تشریف لائے؟ 
568,286,anwar,تشریف نہیں لایا، ادھر سے آجاتا ہے۔ اگر تم عمر میں میرے سے چھوٹا ہوتا تو میں تیرے کو بتاتا، پھر تیرے کو پتا چلتا کہ کیا بات ہے۔ 
569,286,moeen,سوات کے ہلا سے لوگ پریشان ہیں مگر سوات ہمیشہ سوات رہے گا۔ آپ کو پتہ ہے، میں شادی کے بعد ہنی مون پر سوات گیا تھا۔ 
570,286,anwar,کہنہ گیا تھا؟ 
571,286,moeen,سوات گیا تھا ہنی مون پر۔ 
572,286,anwar,ہنی مون بھی، ابھی تم جاؤ ہنی مون منانے سوات جاؤ. تیرا تربت کے اوپر میرا مامو پول چڑھائے گا اور تیرا ہنی کا تربت کے اوپر میرا مومانی پول چڑھائے گا، جاؤ! 
573,286,moeen,آپ کا تعلق سوات سے ہے؟ 
574,286,anwar,میں جتنا بھی تعلق بنا خدایا سب سوات سے بنا. 
575,286,moeen,نہیں، نہیں میرا مطلب تھا کہ آپ رہنے والے سوات کے ہیں۔ 
576,286,anwar,ہاں، میں رہنے والا تو سوات کا ہے اور میں پیدا بھی ادھر ہی ہوا تھا۔ لیکن ایک بات یہ ہے کہ میرے کو پیدا ہونا چاہیے تھا ملکہند میں۔ 
577,286,moeen,کیوں؟ 
578,286,anwar,میرا ماں ملکہند کا تھا، میرا باپ ملکہند کا تھا، پھر میں سوات میں کیسے پیدا ہوا یہ آج تک بات میرا دماغ میں آتا نہیں ہے کہ کیا بات ہے؟ نہ میں نے کسی سے پوچھا ہے، نا کسی نے میرے کو بتایا ہے، تُم میرے کو پتہ ہے تو تُم میرے کو بتاو۔ 
579,286,moeen,آپ ملکہند سے سوات، آپ کے والدین بلکہ ملکہند سے سوات آگئے ہوں گے۔ 
580,286,anwar,ہاں-ہاں- 
581,286,moeen,وہاں آپ پیدا ہوئے- 
582,286,anwar,"یہ بات ٹھیک ہے، ایسا ہی ہوتا ہے، میرا خیال ہے ایسی, ایسی تھا۔ "
583,286,moeen,آپ کے والد کیا کرتے ہیں؟ 
584,286,anwar,ابھی کلیر ہو گیا میرے کو- 
585,286,moeen,آپ کے والد کیا کرتے ہیں؟ 
586,286,anwar,"میرا والد صاحب جو ہے اللہ ان کو خوش رکھے, ان کا عمر دراز کرے. میرا والد صاحب میرے کو پیدا کرنے کے بعد میرا چھوٹا چھوٹا بھائی بہن کو پیدا کرنے میں لگا ہوا ہے۔ "
587,286,moeen,نہیں، نہیں کام کیا کرتے ہیں؟ 
588,286,anwar,یہ بہت مشکل کام ہے جو- کام خود بہت مشکل ہے۔ 
589,286,moeen,کتنے بھائی بہن ہیں؟ 
